Auron1,Tidus1,Auton2,Tidus2,Auron3,Tidus3,RNG[0],RNG[1],RNG[2],RNG[3],RNG[4],RNG[5],RNG[6],RNG[7],RNG[8],RNG[9],RNG[10],RNG[11],RNG[12],RNG[13],RNG[14],RNG[15],RNG[16],RNG[17],RNG[18],RNG[19],RNG[20],RNG[21],RNG[22],RNG[23],RNG[24],RNG[25],RNG[26],RNG[27],RNG[28],RNG[29],RNG[30],RNG[31],RNG[32],RNG[33],RNG[34],RNG[35],RNG[36],RNG[37],RNG[38],RNG[39],RNG[40],RNG[41],RNG[42],RNG[43],RNG[44],RNG[45],RNG[46],RNG[47],RNG[48],RNG[49],RNG[50],RNG[51],RNG[52],RNG[53],RNG[54],RNG[55],RNG[56],RNG[57],RNG[58],RNG[59],RNG[60],RNG[61],RNG[62],RNG[63],RNG[64],RNG[65],RNG[66],RNG[67]
272,138,273,135,282,141,1171878482,1552856588,317813062,1859350482,1611579730,126822138,1524034964,1402534059,816555047,748158529,1457136220,1048670295,1267182072,1930263311,1847588426,359061702,1146305367,1653090038,759369583,402646526,1667972902,1211332521,887256415,531607227,888922999,388470730,1290187129,1945243640,822952556,349216364,1624321395,462695612,1986036319,1085271685,229530275,2139353096,1197301026,1889482519,1967664290,1310631781,504246964,2033804033,1452925373,1791392319,739265878,1898090492,1587638640,1298476233,176317012,593052084,1681449667,337885081,1049725023,514824222,168502063,582987175,1813488977,1881783535,192917301,589158586,999760227,692290249,2021779901,314939171,1577344012,284227027,1232317458,1699674432
266,126,269,135,284,138,542789540,870891839,789556329,1151466724,1311296152,841832536,1592607003,349959740,1977653786,645357625,632407792,149223592,243095321,739396438,656635311,792738059,915119639,407340756,165201741,747999797,840814749,1227240704,624251610,1245138678,1967313473,2061102814,63606526,275441630,1087070307,71571099,1348189035,1181470396,1616948840,54313111,885510770,690950986,107434620,455149357,2146857829,437102747,1784444471,1021855890,600744764,920730568,1780295442,1817094631,827835313,201994425,1748090129,250202144,282410213,428739561,1914860186,284627649,1834641409,1335515259,1841024823,1508375171,853778835,1278451217,1407851016,1499238974,413847613,54900845,775267357,983977533,960888336,679788304
293,126,287,135,273,141,2061148560,704939899,2025605793,414843687,664273281,1595541793,1094338706,600759702,442702974,1676331746,2103394170,89575931,1564220556,57743447,327695550,1563071755,42736514,746504934,49508070,1592984657,1797902864,1283752462,633040309,1268653755,1694216025,1028758297,1205761,94007805,335948235,1917574119,1800948412,1281443593,633480203,1837871602,1454319339,803966212,180927200,378854313,685908759,289920301,1173746318,138058636,510748084,406417110,681743719,450368940,756079141,1674468304,1698991044,1284074318,1811581002,795270472,563922555,1404816359,458752822,1384336391,133694845,1166416845,51791481,1022492325,1246653045,1130233333,1960733233,1015688512,1450522389,1585303903,1806701562,1540802368
267,127,271,139,275,141,1432089469,730216052,871950180,1386808630,478366483,733200152,682442476,860945060,719909738,1392941186,2105507096,514651256,1468867641,2041697778,179242884,1598605698,1384061905,816450840,1856847987,445885153,1375347810,1289667873,1832487236,1342748827,979112949,584966754,1121888037,1154329681,858421901,617978309,1575874427,12304687,2025862943,1349498731,845926514,1596915687,525858021,831389540,1252574481,921305710,1805288820,1593368140,875634435,425984832,1148497977,900834896,1237671908,1562972239,274717494,176355944,2134712163,1598301232,321222152,626843550,1066102623,1102025507,1241778737,1552528120,877504,1458885745,1741279689,595700128,139778114,1681828757,1425911835,1608261373,1426450083,998489750
284,141,280,141,264,139,803000527,48251303,1343758983,678960557,1618361336,218986101,2136878809,181556016,505741478,531792643,224661144,103635110,1471370774,618827535,1377841463,65554260,2086220350,950716616,186467110,1546856721,720007763,1744055834,175563598,1140500259,772019628,756108929,1075447500,783343125,1098771605,2046667355,1528593115,496743225,1689389397,297663367,1165469934,471558335,1150311768,1475182051,667148565,1887308726,755168934,766702887,563618591,1819292095,294629358,1595630086,714261527,373833544,1268575645,975552742,955469234,158265949,1508216662,2065866741,1591631547,620472947,1821612894,306907624,482158012,862015165,1808127260,71359843,1430550228,970501480,507305060,2074677261,542495458,627012365
261,126,281,141,266,131,173941436,73461920,190133222,401809627,463196171,1233912119,333999821,1108745813,1522426730,50781064,819775911,2014815489,1620725059,413420252,956339479,189294870,602104368,153440134,1578295798,1950574771,1003748601,1030856598,610486538,2066121028,671654337,1482306195,20192916,681118986,1327938534,1072883550,239783109,2095953257,1369594976,1310031414,1501756050,1573821162,1753707280,1367680618,1913072595,393484584,1627224118,2072204501,1530795032,833442983,1327004353,1968819879,1897382923,227272858,519485038,1872451635,961788341,1201548053,578687747,1566847000,1034780388,405339065,2133951856,828711037,1820752257,924448351,78645676,1896955348,1020869951,454059678,42647936,330619855,1507834844,1308717029
282,139,283,131,274,131,1692365993,98672537,1183991108,2080949937,990530864,1076190073,99778048,1916097301,1786622814,172692044,942717101,125203447,430430875,609990451,877929776,2015661539,2009332862,1139489723,1442577541,330161471,990911329,880423568,1594179370,1975996109,571850467,1287902785,249192945,994682670,727388069,2135809571,1627657309,1139132066,270478897,277510202,689380313,198322645,1681754329,215078189,1173724672,305448625,990507148,661699752,1652336553,618795343,1969222334,724262648,1544376813,1035325237,1126009716,1022957888,1920285948,530633470,1684707923,804500322,937328956,1289819028,1368951118,1106939019,671899889,1447716189,954601819,2115757177,317875367,521689776,329587289,1951549705,1875014198,495127626
284,130,272,130,260,132,1063241366,123913005,737540712,2134721218,1757340442,1937177486,356169559,1317560990,1854592426,1447473977,1689402828,1639013376,137721837,1001789358,232441731,333737389,1886809380,1466516571,488354541,45457548,393296884,1601796890,1802986420,1312383773,363176045,909522667,2146145021,419811512,2093817567,2133867608,1391269131,42740926,220923113,790749883,956063170,264189737,1113744508,891368449,1268398766,1557853061,112069459,1156820568,1290594829,576039429,120443349,742275130,1763123971,761505323,606880082,126782237,1571175357,1824909053,1023782519,774364384,9742248,427596654,1218091614,759876896,164929251,751036464,1730496732,1862363109,277771951,339722702,209391666,1173289352,115148677,1789796097
291,135,292,130,272,139,434152424,1589431903,1018157107,961823820,1915843956,251227177,727836986,1041663283,2052295101,851812535,23597092,644394802,15688093,2116448105,866227392,737475716,139009571,553880382,1437292112,969215990,440607994,282548609,387560423,592991290,1964469636,491324437,1065237310,1168865864,312264908,951130882,2046724665,934416145,1760133702,601056236,1280409287,1303886693,34441205,1725818208,1528121878,1759736880,589644371,2012482622,984256830,866825592,2089618465,1882874259,204761995,588004827,211569586,1064240627,101982608,704949674,239538836,1821990912,473210787,948161144,1166838830,73049696,1343770,1232534816,2044017250,2061403011,1071912762,1679235977,2084685097,1214408472,1890395404,1576079245
260,141,281,136,266,137,1952576980,1423515648,1547001353,952267573,1998443645,1887806748,339829504,1261766285,1624633330,1286521568,1049919938,1136584635,838629740,1204864937,1155676383,1093669321,1669493687,1080580404,699965306,1700223070,592113345,962186123,51108026,999732297,152689,1741314204,1707176593,711572831,128958770,451840365,590773042,2096069778,667856719,1264608227,1707335755,1925994968,1986828711,135769262,1457200617,203533000,891088323,1797536650,665258767,1042290704,1787069754,1243011215,1369441985,827950885,617511531,560731574,520287230,1768651765,719163630,605781739,1743498378,1017571354,1819723983,1524630541,1683364364,116467261,1900411615,1261432699,12300857,2142350442,1342611494,221415074,1344193977,825392663
280,132,280,137,291,139,1323517889,1448726265,393375592,675116643,843344015,564157931,1659633419,1418483038,1951042567,1207404761,215067535,278909703,1257761803,1435259842,499070599,209180788,502827439,322972920,571309564,1151409498,783734640,191165341,405149202,927913266,2129564428,1139836439,541612443,1062969722,794235844,1955132534,1086537044,173582388,1421405742,777710617,1964107176,259875202,1249832729,605132159,743460292,1451820360,1771864749,964061739,2016122149,718129381,1435361020,161577900,1796307452,815871425,1012551458,1788831304,782069292,395393550,1035645345,1002030450,137312176,1151660637,1508261284,434716590,1440446569,1084363535,1713373298,1328462862,129718364,209752452,1363719964,775989948,744544471,101203162
284,134,291,132,288,138,694428947,766761516,865118859,2114716532,351868029,814119005,937840992,1997862157,2035700170,786873575,811049986,117359441,1177134952,1077714964,1075383734,1996667108,2049495254,1386439438,1790637070,532355350,333625600,959744742,1794336309,1444822462,1110090948,696818089,518145387,946620094,1328211057,935991757,957716022,1367539363,864258041,343011409,120190792,1671218578,1959714896,734303466,176632794,255235439,1979733204,1339615504,1602532511,1408243477,1048414841,284287055,543183456,1544864698,1922495591,366451370,256318330,1364649705,1495419841,1784312065,1553581666,920572690,1213151924,557391362,687810948,1229517206,2120420995,384023038,124445477,1892547640,642573431,2082971722,661060378,1802942696
283,136,284,140,263,126,65369856,791972133,1858976745,1646373194,879137187,847488147,2067030483,1702089808,1875179130,945231481,1290908199,848854910,1927994547,2144616710,630404636,1228965653,1853718533,1965952702,925586557,1887813360,1625609712,1944368369,2051680082,1166987467,1431011710,1022062441,866242425,1240563989,276680086,1248033234,1376716436,815304544,1830103817,432150480,289754113,1134194163,236197928,2080165067,1095520951,996679150,1159378980,1852384742,301153312,1423274396,1119950469,1437449248,1423273392,312835907,1386499436,1808869884,547427825,1061809743,643840696,1322085145,269583818,854014462,124475143,1593289474,1241478208,1500814311,727162384,1216664036,1462285501,700827434,499553947,1348216679,886584360,134034270
283,132,291,136,267,128,1583728877,817212601,1412591885,1700114624,938771399,1186492013,2083887408,1009038290,873415246,1056633813,373149087,821020335,608165538,136240325,1290693316,1200141672,1178408751,1723854040,1970086289,896158752,617911621,393074083,109316189,132508570,1308025746,1255052328,1744642994,2003789936,1080341289,778145818,880230572,605104714,426178604,160512384,1807017092,273233874,1208920162,1625218789,59607724,1443948611,1067733200,239381301,253625669,1198367852,1053882280,696051882,1430711564,1173422033,615141331,1265862673,636121678,788193887,548377997,1272306929,1112148527,1170206181,1854812828,1740694836,1706613101,859199092,1408799041,1440326471,876115437,1907745990,5452299,1938587590,659765727,640654314
261,138,264,137,266,130,954669786,842488754,258936273,715788329,1600233206,88286563,1027856850,839822650,303519177,931287265,1341797036,504450649,2018641398,675507241,727814508,1070682260,1654213429,790510984,1524437271,2001214567,1574462791,1043865797,552491688,947690243,90460508,1233189985,2038040388,101278327,841453074,256844783,780152804,1831419123,957624293,2022580912,2074384745,1168246868,559502419,301190287,362821993,1705109626,844545547,797722673,1384745827,2068062202,399961901,133573666,463426502,1263739496,1195177787,1333502098,1540306981,2043542005,1625150003,1532227885,1375100041,557985417,2067911288,1837944703,240133088,60087833,1863429099,686547481,51480172,1758538502,2006148338,1974391334,1194550563,604240441
280,137,291,129,288,139,325580844,160524005,730745076,7940255,401617539,1256476985,984753350,1079211088,264551572,2123964898,1348425600,1102384672,785692186,846660540,1231101083,777802272,47498756,130624214,1419985968,858057456,1021651873,1572467058,1680791973,827177056,437610438,793936858,523730453,1635642002,231637307,1098673644,1045490406,1257460359,410491191,199769416,27034790,867370454,1000528220,1904252644,271109129,516058873,930205583,1151334337,1180284410,1171740451,503555405,1117134249,853696108,550579636,3711032,1515012245,503211715,673423666,2062500292,445167738,1112993803,1770775402,50775835,1926995984,310732303,622871859,978582486,1235414127,1224711375,2128621861,919477978,1177999106,637443345,1860855700
269,140,270,139,270,131,1844005400,2142025861,1068361229,240539901,923142746,800505329,122283027,146033797,598635366,628295052,1886453380,1380526118,892521145,707917236,1748574206,1164634168,1112349316,1581848369,2106173509,376286821,1628310190,1826311206,1764982765,1672874559,2081396490,1093072537,429012444,1879140749,1876293206,505624507,1107040879,1862259704,84748358,567470367,175129202,1496273806,1295724762,1614190800,1984246275,409174908,1881237063,590893854,1359671978,1195841412,793297457,1955182333,1292210344,108833405,1585824697,1731356835,92521660,1851827566,983259588,310937704,87891374,1809525258,1076273851,2029791457,133820422,814942975,131099556,1072223244,1760649758,1007359954,672084095,1397775355,1329352173,699818898
280,141,266,141,276,130,1214880773,19782681,621910833,294245646,1689982175,221249996,900824842,1227316337,264867729,459911761,287993181,1625665558,652408522,1206340347,440133951,1997533680,2145713191,1687691944,545045655,549993092,2118727716,1852404926,1965783374,1912266196,1557754699,1909199916,361799576,992812278,994224662,1222838583,1005071739,1992000659,1530143359,1297107188,7950377,526516603,448514496,351607970,2115964144,652558534,1280476334,249216105,346130865,705297238,388179192,2047673136,237289565,535163370,998709890,1199484514,1054771546,1253477200,583306025,1717676594,133109537,1195008827,1803311410,317636525,1249269436,140590696,1396496128,255117246,875255703,1204294800,151312026,83322462,692789376,246759753
278,134,289,138,272,134,585857367,1485337265,386514419,504656771,1877230801,1571433284,973696257,1218042175,655375952,1103410878,2133498149,1053713069,427170681,1173459739,1859887990,1271041272,34378636,1987098419,877948537,82996195,230924609,635023893,1702755020,1924219904,271933404,33636283,1778110304,756364018,1001306422,545469199,102731940,1491688029,1642438937,1578222505,820144471,143133038,781938330,2096578384,650469484,1792104537,1783759656,855447506,672072697,7489453,1920317049,1827782940,541150427,2006689990,1414702877,1772494928,1808043414,174286588,832603330,1925142809,1980915830,1556289072,220501636,1246281353,1262621247,605043105,1673123337,281155488,1851047527,1205365049,850508315,1373358195,1117016084,806950622
283,139,275,130,291,136,2104216388,1510512197,2087577522,1265537882,1018635666,1422875096,1986880982,463691524,1690909035,2087461208,736934660,818453329,2116680786,1318000833,1264209981,54919723,1881910164,1234744900,285822871,533200331,374054268,840993015,1655161116,541101993,753012369,912892400,1877290266,628525016,476925382,1834170986,1443293437,117846323,1448350384,732238289,1051321764,1642659095,323484991,1527784080,251978146,924777760,2044016042,910625201,705306146,362727946,1613190345,1384281253,1481501829,1135494370,526293720,460157094,1337116007,181946655,1785732272,497363535,1381998154,1567045147,1037814881,159006216,224188329,350369234,2114902696,947715669,985527712,72704080,734346362,1448540311,1288149042,1844389266
281,127,269,137,266,127,1475157297,1535788350,933921910,281211586,1488905065,2007103969,2096777196,1079060715,2045534468,784908367,6276039,112704637,2022055373,1293293200,1392867703,1160230404,935943647,1513070610,693043428,1646875655,804755542,136509430,574803198,107677433,796032923,1029443517,281396182,832769771,938221110,2038613279,1450178375,1480077528,1231852272,82124318,1745557007,354425218,1652474419,190085116,1721802777,2031210980,1462299486,575351105,1306141285,621685620,1559815183,1528801838,1515936437,1285435267,467929661,1699053695,1666187224,1953269946,731344639,2077243051,648794268,1036086702,2077969837,1349909802,1808177010,1647268548,1334351356,1017160947,1091837817,1509056671,804262078,19565086,67825431,222827274
275,141,276,137,285,137,846098206,1560998967,1927779796,1960351896,2016239758,1849381924,2053682295,203942196,2042135870,2007665013,2120060962,262082012,671135207,1834458484,1459157487,478166295,1397209771,984323951,1073754644,1511577124,1147746418,1731129433,1649550749,1378245581,1125532786,590282787,1258564006,1286830673,2032774929,149539416,1491958618,1152819355,1113344393,574740078,261844791,2045264797,673578065,1126801364,1725468180,639189877,1616802000,776250371,308575786,1355215510,1667450309,971876804,579401041,2768404,370711359,823121064,1518114166,1170380510,1271574528,741700743,41423044,1166582233,1775375968,806675209,834772891,1566338901,1337863203,654547718,663966120,729625653,471717622,490933773,1448477069,1742079038
287,140,270,129,280,136,217009264,879034218,252104951,1252503822,817558555,870053013,570300364,1672555083,617369508,870901817,1303509394,2026806761,203572826,1538737832,1417446508,516993575,848814457,1676829680,2045056356,2024319070,860533829,1382962450,307148264,2025670034,1959713698,1495220365,1121323737,1456612846,1830476625,1042968965,1018063130,1366767312,1279575627,818698133,821981284,1604907464,941407663,390038909,1166407042,780093655,906500524,1091601986,171918619,685503940,512310425,932346276,1172887862,1082346334,38456329,516025443,1078208228,1613270625,326771623,2048388339,689202080,1783965219,1224999509,1321052689,266972931,1768155456,41206289,132792392,815567122,1045371066,2073467281,225083044,1055439399,1519933260
281,131,274,135,263,138,1735368284,713082277,1296962006,2007188236,871448817,910842953,1208060298,1839638457,1529977961,1956795287,868761174,102945641,664905119,1760532827,639354132,1494818774,2107833026,12532772,40460666,1868005232,1399156279,350738372,1216938239,365984832,24429752,1087205665,1228570066,1712238740,1117336716,2071028249,51483031,700983011,1422163484,826353567,854601952,613724237,429243867,211531890,1731155909,1408083725,861260783,1988084668,157332559,1147167542,847448181,425589890,1904152799,2033161458,1705984725,1094558119,806908030,132853769,314678007,2091353454,446363482,817290337,1501167653,1640859886,2082125632,1215608330,2082941523,2146693878,692277946,1570199402,1191651228,281096692,1836634680,340616719
280,127,287,125,264,130,1106309193,738358430,143306394,1022796404,1341748067,54763545,2031198003,1012143596,105986612,1857650310,1762824945,273291765,14521996,628147274,1533467521,1629075995,1373343611,549159887,568310964,1798871707,1683783055,1788865746,823040222,365623827,917744741,386799414,914577337,1261547275,1150013293,1094048577,131724196,1743307943,2132256260,1741193432,1500320336,1707400313,1794263288,772631669,224247399,1205308102,2119369331,613648284,1891717750,1455598235,878469559,644375401,2007115329,517603606,467888169,392277342,743080187,1748759221,1151196071,303559923,1360273403,591107990,2086853473,1954178678,985825404,1092649248,232086255,1635771060,1765325164,131156271,549450614,1539519356,1612771223,1070040573
263,133,269,130,274,134,477220251,56393681,615115197,314948331,334259272,1688033142,1338150688,332754553,82945224,1461515406,1379614213,1798192836,1804151987,265571564,961589670,1957907547,1159443322,1230426705,824822859,248221746,1173264587,1028417760,1016371479,524783784,108852359,41419130,257357334,1155717757,1317395994,2054649176,1340931096,967611808,609518933,2109599733,1860024945,633980302,1195046319,792732881,1034554660,2003386777,814867645,432384698,362201247,267376824,617438092,1584454106,221683135,764410587,496759115,667650898,965666339,151232350,642479174,500398583,2007515024,309604,749281510,418566311,991433599,1649424829,583424760,1208830182,1626521826,190772785,2022341115,624712741,768480400,151312632
291,131,281,132,273,130,1995644808,81604298,1608973083,1994154176,670371706,358020870,1939028863,709861644,1240540668,211859044,2108245200,1380234149,860779613,602284058,74913833,123838515,559121416,727501155,1900293628,882970494,1122717764,1393096395,1397470545,1076508969,207767754,568764348,2103513523,1758742640,543503765,1191036990,1722493225,1013054456,1292712888,869070053,831363213,2060851241,123889838,47876730,475444569,458354245,879639658,537350331,519817984,1395996816,1023769397,522070087,758630956,1670454504,465357490,1517243066,899079531,812354182,622021300,1899539468,552661222,686993132,1666238937,835863568,1183090793,279073139,1335130315,491505650,78600614,1018342891,1928044213,547198298,112686900,2142839291
273,135,268,132,287,140,1366585717,106814915,455347321,1525810838,1197640864,391455548,920704856,2045589985,1023019869,921011146,1759966859,2047576516,42564027,1274834077,1428547720,1373406198,1581466166,763532812,1928416285,44404863,860864367,134196368,17079313,166345319,869766535,125301670,2125636270,1692081310,1351319372,959505223,1949796121,470910427,1956391135,1898994549,1482545908,444152522,468114480,723876899,922993465,884051988,1880686120,972894620,46208116,1241028648,2080178033,1590273371,1645987998,747284276,1874409821,1558587185,1300882413,1471539360,1666512659,129214517,1612556654,1318795906,1736385202,309261359,398460804,1598630967,182976712,589083317,77438611,489967825,430580317,1239783872,620063761,434776409
276,134,289,126,270,137,737461090,132055383,8896926,1770708992,473238378,1258740880,1896183031,2124971409,23743359,2052054165,704516735,2102395888,434466101,421369096,1616714583,1116181372,1075878705,294233849,1332839312,1409582008,466401421,450218353,281704081,1047133465,705806805,1547550584,1854755986,1607399133,543543721,920782874,209132675,484735873,18499212,359714764,2075213941,828257318,1899191179,1393263295,110090288,388297122,119446134,1052959617,152675779,52712999,1721254021,1739432913,1487531084,976295031,1814585185,142220815,1025502888,477922798,1293605289,1591883486,1808483674,1991732938,535226102,1833121808,176500854,1824718444,1087470131,592697479,1987571725,5610017,1983485133,1075185659,725363790,284871580
273,138,275,125,260,132,108372148,1597574282,480705729,1062860918,1422040823,279477505,412771249,738859746,224310341,1382955766,289571345,1206505140,87639130,297195685,1280159357,1921363035,622563738,1274485471,1798333372,694199518,1372233461,2044620407,1848086180,250121326,1570431439,937416926,1439385697,1970952152,745369911,1139267982,725257321,614613358,1184530778,582445089,1010438206,1319855370,120026859,1072431083,1290548184,2020434838,2019762634,1055314405,1653505216,871686643,1377036500,869875238,1664259204,4758264,135095818,1814505760,1440035271,1823966859,1242286397,1078358754,1163834332,637569445,558762667,1252805981,1088840948,209259414,1080204956,62989479,1595416194,1535071172,881376023,155722351,385908048,482704060
268,132,289,132,271,141,1626796704,1431658026,818357567,588255347,714341581,1209370142,1879777440,2069141018,309797071,316666360,1527566332,513862556,1690377994,1764190587,582767642,142004455,341316790,973280911,1201685663,602939685,1724769652,1056530097,856266916,15262986,119975343,1195383224,1238178177,1461328924,121724976,1059413125,1940804017,302656505,1215411835,62667834,2098688999,1666701463,751317802,969324340,1069059775,1116753402,1037516085,689835871,1638946524,1962971483,2115763821,1278575272,8163534,930836629,234733068,988904300,298879081,279038575,1593856487,2035792384,506786202,737618178,2147442295,505928691,1947495598,383448289,66736561,302636533,1423853216,2035618570,757513559,747080191,584072207,320857324
271,128,284,137,268,135,997737613,1456868643,1812215453,119912009,1241676274,1051648096,1645555666,537881987,300171924,1553540628,504924921,1131572668,459326042,1203197859,1350807283,856927866,1347887728,577013907,1865679193,391276504,2087525413,1842246412,603017995,2022424852,1159238617,1674723985,980032241,944404565,1555981039,159403005,369520856,158134800,1820648682,445033257,107073833,73559105,1020919540,1316530000,784665586,1487861354,34026307,1453566900,909702829,2104915681,1308257441,45715744,1574230018,184488178,1370427909,254692243,1580433876,282674864,799366042,2113307625,1243744505,2037499108,908636714,1422358331,1333537719,1483229601,867814775,1764206277,2129553641,589413406,1040891331,2065949005,1855323124,528011482
278,135,291,137,280,130,368648671,774903894,136540608,1559547583,42995071,72319185,162108199,2006459189,1730028891,1646031733,1348360482,1553919310,905657949,1441132532,1668865249,200902901,1272826888,324888330,1361537084,1877019332,1737014273,1939444830,1330292086,365104858,1983335413,987612999,1748496411,534500792,1976352262,1989354756,46717575,1081626957,513158933,914255113,599909677,368411495,14126750,1250610123,1548456497,76152841,583106703,429910861,1620462674,1586445548,1766932919,107462053,625900702,814420465,726294900,720968482,1721721779,1121211532,460395469,1528168661,926780506,2042046317,2033557026,362751156,1933111959,1858576407,1648884630,1885558160,772046886,1832088683,1131145547,2144051718,1788042336,1309978699
291,137,280,126,274,140,1887073228,800114511,1130332958,1091234096,1277505131,627838631,823632894,1500207534,400235228,1224771751,1394064336,1162169047,510177,670664572,69296291,1568944043,1672195280,1514471696,1468351053,865445387,931900922,500621698,1249816808,2143077833,1736599286,1833133802,1686574824,1035774588,1394700960,1431633007,419424448,1341428311,898121691,1453038517,1906176039,681037085,1738963770,1477916551,1903721911,845669044,1765317876,611899502,1503321345,2023343472,1902453086,1883948116,1297671929,259105812,1410922188,1588669946,500641742,1920655786,306624370,36607153,17436917,1943909733,604873646,1239063313,619335753,201484321,1010455509,1983750335,1552957760,980715095,2038930898,101654370,1407155633,1846178371
293,130,292,134,273,139,1257948601,825354979,683948099,1336167934,1802188667,1757141428,1547242289,1099530605,2067110654,1282098334,411787492,1110015737,124894440,1002268977,1468653488,212154970,532116687,920680949,1625159168,1245006884,1382643646,606828272,2028302650,1712801008,1055181852,2000740535,1097302148,474554877,67499591,1933067898,1213665128,1211949942,197336599,407390265,766630995,972291413,1438535176,1566368563,273933706,967215147,1311512683,2003569775,1761599881,440510593,1109019581,1019579767,690461096,326964942,360401036,1601254951,1184393337,653392243,395593329,1640633239,1942479940,923329070,1918566176,1138022765,859155328,1706347595,248235017,1992401389,1303756744,2115857558,90344737,1429840602,1513527321,1360140727
270,128,264,132,273,129,628889510,850565596,1677805985,867824596,181974177,1790576106,528918282,287775298,1849589855,1991250436,63509151,1777358104,1454162501,1483626588,209754403,671358186,847738818,1371447848,1845266433,1872371666,1343156549,1668166557,1478907768,1720500702,1120578844,1010897812,1368988206,173738094,1234886478,804993577,1902229962,921111263,456121270,1023597245,667285725,1785070643,357848847,975181235,2094290680,873269311,839931206,1657986254,863680485,546199804,731989274,494336533,1300124146,1991196292,306768757,677232597,306030173,1575363743,66083671,42471508,1230537068,1875949392,2126840928,370466331,98317084,440474944,108299410,1338960931,1728330210,1214181320,1847373414,1819477266,38700370,1536108942
263,141,261,131,284,129,2147284215,2124957622,1493343204,153678604,603013439,789577028,336134963,810839251,1014233069,1001759702,295878191,1237304736,341100535,1034388974,1293600928,1129647488,263512803,12836503,180880907,395046650,1121369319,811061682,493781169,487171665,1428835060,1249474626,71214824,230480152,1789742497,1203362782,80441605,170755417,726820597,1641953953,1220176602,1110922880,1555359692,1940985691,1545331412,1440282633,2059515230,1414175286,1703076794,311883834,689353799,1765264703,1796194333,1185308030,149593526,1191361730,180280642,1564403744,819289307,1201379296,1200935129,1959930548,1362707962,366380167,1383608575,97502894,416980394,1044870731,550225972,1958267898,1943491481,1251078128,904221531,136084996
266,138,282,140,266,128,1518225124,2684592,530909851,341576999,429405149,828791341,1056303312,105182190,857422198,2042826880,1052024811,1827416031,204499578,2086077658,70724327,374851703,1881677410,1860080643,1113821238,1937994021,1993230082,1442742944,626337110,690129261,590762422,1258493788,1736489351,997690349,532025756,1656821764,1640563608,791457154,1182711174,1142125816,168638832,895783911,56094565,101583973,1997436925,1913027539,661928274,1603185194,751233566,1678445544,1723684754,248445808,1063606447,1044388171,1875660237,1024835921,2083113572,1638437825,1381627668,320375174,1075007338,520524333,1458988910,1150983471,1153408896,699727668,666425562,674678428,1270910227,900977945,1645357631,470841027,2015603970,335509427
276,141,274,135,288,137,889100497,27925060,84459455,395282744,1196244578,249470473,2026001851,402362496,1052031413,1201534298,1723240057,619844602,1540797514,191310601,432149546,2126953204,2054771658,2028429772,363892611,2078529692,1707161889,825864088,187486810,397852630,497239251,1953736528,784650489,1634868149,1906191944,379373385,2130809383,311975522,786373900,905018092,1599169315,1510217464,1946990933,29214686,550147509,329098862,530252384,1276433266,237988918,1065527559,955753915,670849017,611482859,501996231,431512895,990884102,1435687519,2024805161,241316599,1957183058,1485739623,2144893523,267660891,1864130249,1149392832,452278034,1011826645,306029861,2060312757,715012980,754536085,603832383,1242559271,1469555129
272,139,267,135,285,134,260077091,1493414107,1805384131,656693038,458971772,1126239180,665884561,1131008463,1742725075,460595555,692343802,467079550,216697769,417487222,432232048,644161664,246725259,1309412703,397439404,2031138165,1516091222,1126354197,209551949,1939232444,140597256,1331483636,1467561621,738080685,578150399,282082249,1971471541,513668843,1072404780,244369214,27975325,1327922753,1457136661,1602076127,976206428,914447012,183040416,408206452,301533089,700050108,1818289517,1865831748,1275651099,1675332516,1609084624,608490808,1129140781,385196440,86847974,1307757052,1084296981,377373427,387201202,1080999155,957597392,474261824,1114987772,1067512938,939951526,414377012,12138076,578909494,1283674183,1966628813
284,141,267,136,273,139,1778436112,1518654575,1358933736,901591192,1881987398,1993554362,9927582,1267425330,1441740392,725435819,296510920,2082257159,150484276,1975090352,2107962721,913979816,863843655,1312319419,838570971,2057057233,682224795,1046213322,870768266,1990653530,1270306962,1942939805,1093011431,1196948659,534007924,1979228754,1284415850,2030511194,1907806590,1290463792,824497750,2116210553,1240592634,215396924,568374299,1943803833,187831119,1063252325,1343112356,1558741318,1054000124,1654727729,512337426,122644906,977704228,526952755,777283761,621405693,1476818112,200613360,1541720438,1237489974,8555399,360191659,111941240,1099785048,904708089,745686332,551628109,1788200935,123175690,1562810141,430321470,162176391
273,138,283,129,279,141,1149377021,1543865192,205307974,433247854,261838444,2026959189,431911856,1889846644,519629848,1772961958,1605585540,1313418386,399440450,1312737082,1410794209,167405052,1285619658,1424422359,1997013890,880754369,1230666910,814403245,896952691,1200875905,1729736316,1730192767,2085646437,1796082811,1908135577,2039592504,139235245,1517655215,1782560582,215183798,1795330745,305250886,1674766381,1156943550,925540530,1215254594,1010734382,291192193,186279100,241246908,73443023,1893711580,2097187975,2054715116,1263589177,414338137,777134436,883502312,1807538656,1368707278,2004556262,1442017201,1745471624,836547198,300589645,328612650,1640424661,725457904,300240250,190219385,854716840,1266454890,688351626,1302765482
